,plant_id,plant,op,op_id,plant_state,region,rpm,fuel_type,fuel_usage,net_gen
13822,62652,Happy Hollow CSG Hybrid,"REA Investments, LLC",63359,MA,NEW,BA,MWH,0.0,0.0
13823,62652,Happy Hollow CSG Hybrid,"REA Investments, LLC",63359,MA,NEW,PV,SUN,21227.431,8256.0
13824,62653,Zephyr Wind Project - 2.0,OEE XXX LLC,62128,OH,ENC,WT,WND,11741.892,4567.0
13825,62655,HL Solar,HL Solar LLC,62131,CA,PACC,PV,SUN,29022.535,11288.0
13826,62657,DWW Solar ll,DWW Solar ll LLC,62132,CT,NEW,PV,SUN,137161.364,53347.0
13827,62658,Cuyahoga Falls 1,City of Cuyahoga Falls - (OH),4683,OH,ENC,IC,DFO,2216.497,751.0
13828,62659,"Pecan Grove Solar, LLC",CI-II Mitchell Holding LLC,63184,NC,SAT,PV,SUN,20636.013,8026.0
13829,62660,"1025 Traveller Solar, LLC",CI-II Mitchell Holding LLC,63184,NC,SAT,PV,SUN,24340.725,9467.0
13830,62661,"1047 Little Mountain Solar, LLC",CI-II Mitchell Holding LLC,63184,NC,SAT,PV,SUN,14647.692,5697.0
13831,62662,"Ennis Solar, LLC",CI-II Mitchell Holding LLC,63184,NC,SAT,PV,SUN,19576.561,7614.0
13832,62663,Gilcrest Solar,Terraform Arcadia,63249,CO,MTN,PV,SUN,8479.425,3298.0
13833,62664,Quincy Solar,Terraform Arcadia,63249,CO,MTN,PV,SUN,8099.019,3150.0
13834,62667,Lafayette Horizon Solar CSG LLC,Lafayette Horizon Solar CSG LLC,62147,CO,MTN,PV,SUN,9443.922,3673.0
13835,62669,Gaston Solar Power Plant,"Duke Energy Carolinas, LLC",5416,NC,SAT,PV,SUN,2110.991,821.0
13836,62671,Equinix Caspian Dr. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,80725.547,38371.0
13837,62672,Nautilus Goat Island Solar CSG LLC,Nautilus Goat Island Solar CSG LLC,62149,RI,NEW,PV,SUN,10783.55,4194.0
13838,62676,Epic Verona,"Epic Hosting, LLC",61702,WI,ENC,IC,DFO,1077.329,353.0
13839,62676,Epic Verona,"Epic Hosting, LLC",61702,WI,ENC,PV,SUN,2952.105,1148.0
13840,62677,IKEA Canton Rooftop PV System,IKEA Property Inc,57389,MI,ENC,PV,SUN,1791.543,697.0
13841,62678,Crooked Run,Cypress Creek Renewables,61060,NC,SAT,PV,SUN,351571.573,136739.0
13842,62679,Palmetto Plains,Cypress Creek Renewables,61060,SC,SAT,PV,SUN,406492.798,158100.0
13843,62680,Garfield Solar,NJR Clean Energy Ventures Corporation,56990,NJ,MAT,PV,SUN,11410.429,4438.0
13844,62681,CED Champaign Solar LLC,Consolidated Edison Development Inc.,56769,IL,ENC,PV,SUN,1735.274,675.0
13845,62682,Noland Wastewater Treatment Plant Hybrid,"Today's Power, Inc.",61204,AR,WSC,BA,MWH,0.0,-260.0
13846,62682,Noland Wastewater Treatment Plant Hybrid,"Today's Power, Inc.",61204,AR,WSC,PV,SUN,24191.845,9409.0
13847,62683,Westside Wastewater Treatment Plant Hybrid,"Today's Power, Inc.",61204,AR,WSC,BA,MWH,0.0,-262.0
13848,62683,Westside Wastewater Treatment Plant Hybrid,"Today's Power, Inc.",61204,AR,WSC,PV,SUN,24518.033,9536.0
13849,62686,"TPE Pennsylvania Solar 1, LLC",Alchemy Renewable Energy,62627,PA,MAT,PV,SUN,12233.08,4758.0
13850,62687,American Canyon Solar,"RP Napa Solar 1, LLC",62162,CA,PACC,PV,SUN,17110.954,6655.0
13851,62688,Malech Solar Farm,County of Santa Clara (CA),62628,CA,PACC,PV,SUN,14542.187,5656.0
13852,62689,Hellyer Solar Farm,County of Santa Clara (CA),62628,CA,PACC,PV,SUN,9605.697,3736.0
13853,62690,Guadalupe Solar Farm,County of Santa Clara (CA),62628,CA,PACC,PV,SUN,5263.263,2047.0
13854,62691,Shiloh Hwy Solar,"Shiloh Hwy 1108 Solar, LLC",62157,NC,SAT,PV,SUN,24533.272,9542.0
13855,62692,Sandy Solar,"Sandy Solar, LLC",62158,NC,SAT,PV,SUN,24973.465,9713.0
13856,62693,Chowan Jehu Solar,"Chowan Jehu Road Solar, LLC",62159,NC,SAT,PV,SUN,20730.675,8063.0
13857,62695,CED Northampton Solar LLC Hybrid,Consolidated Edison Development Inc.,56769,MA,NEW,BA,MWH,0.0,-9.0
13858,62695,CED Northampton Solar LLC Hybrid,Consolidated Edison Development Inc.,56769,MA,NEW,PV,SUN,14544.824,5657.0
13859,62696,FastSun 2 CSG,"Altus Power America Management, LLC",60281,MN,WNC,PV,SUN,2668.412,1038.0
13860,62697,Mission College Blvd. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,81549.077,36532.0
13861,62698,Kaiser East La Palma Ave. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,36252.305,16499.0
13862,62699,Kaiser Deer Valley Rd. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,22429.022,10177.0
13863,62700,Kaiser Owens Dr. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,16001.974,7324.0
13864,62701,Kaiser Napa Valley Corporate Dr Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,71784.535,32248.0
13865,62702,Equinix Great Oaks Blvd. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,77473.924,35689.0
13866,62703,Equinix Lundy Ave. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,60787.043,28502.0
13867,62704,Equinix Douglas St. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,15014.91,6757.0
13868,62705,Equinix Maple Ave. Fuel Cell,"2016 ESA Project Company, LLC",62150,CA,PACC,FC,NG,16481.438,7482.0
13869,62706,Helen Solar CSG,"Altus Power America Management, LLC",60281,MN,WNC,PV,SUN,9266.321,3604.0
13870,62707,Walcott Solar CSG,"Altus Power America Management, LLC",60281,MN,WNC,PV,SUN,10518.321,4091.0
13871,62708,Northfield Solar CSG,"Altus Power America Management, LLC",60281,MN,WNC,PV,SUN,10577.521,4114.0
13872,62709,Warsaw Solar CSG,"Altus Power America Management, LLC",60281,MN,WNC,PV,SUN,5435.589,2114.0
13873,62710,Nationals,Terraform Arcadia,63249,DC,SAT,PV,SUN,4774.421,1857.0
13874,62711,Plum Creek Wind Project (NE),"Plum Creek Wind, LLC",62633,NE,WNC,WT,WND,1255070.704,488143.0
13875,62712,Burlington Coat Factory Solar,"DG Northeast Solar II, LLC",62155,NJ,MAT,PV,SUN,11937.664,4643.0
13876,62713,DSM Nutritional Products Solar,"DG Northeast Solar II, LLC",62155,NJ,MAT,PV,SUN,40955.217,15929.0
13877,62714,Eyak Service Center BESS,"Cordova Electric Coop, Inc",40215,AK,PACN,BA,MWH,0.0,-71.0
13878,62718,Mesa CSG 2 Massicotte,Standard Solar,60531,CO,MTN,PV,SUN,9572.287,3723.0
13879,62719,Mesa CSG 1 Murdock,Standard Solar,60531,CO,MTN,PV,SUN,8693.074,3381.0
13880,62720,"Chester Woods Point Solar, LLC CSG","Chester Woods Point Solar, LLC",62634,MD,SAT,PV,SUN,10706.179,4164.0
13881,62721,Steel Sun 2: 2303-III-9 Hamburg Tpke,BQ Energy LLC,59474,NY,MAT,PV,SUN,3240.194,1260.0
13882,62722,Steel Sun 2: 2303-III-4 Hamburg Tpke,BQ Energy LLC,59474,NY,MAT,PV,SUN,5090.938,1980.0
13883,62723,Steel Sun 2: 2303-III-2 Hamburg Tpke,BQ Energy LLC,59474,NY,MAT,PV,SUN,5016.204,1951.0
13884,62724,Homer Street West,BQ Energy LLC,59474,NY,MAT,PV,SUN,3941.806,1533.0
13885,62725,Homer Street East,BQ Energy LLC,59474,NY,MAT,PV,SUN,3992.8,1553.0
13886,62728,MHG Wallingford,Standard Solar,60531,VT,NEW,PV,SUN,9165.798,3565.0
13887,62731,Middleton Airport Solar,Madison Gas & Electric Co,11479,WI,ENC,PV,SUN,9683.068,3766.0
13888,62732,"Solar Star Palo Alto I, LLC","DG 1 Acquisition Co., LLC",62648,CA,PACC,PV,SUN,5612.604,2183.0
13889,62733,East Hampton Energy Storage Center,"East Hampton Energy Storage Center, LLC",62652,NY,MAT,BA,MWH,0.0,-293.0
13890,62734,Montauk Energy Storage Center,"Montauk Energy Storage Center, LLC",62651,NY,MAT,BA,MWH,0.0,-544.0
13891,62735,Phoenix Solar South Farms LLC Solar Farm,Phoenix Solar South Farms LLC,62656,IL,ENC,PV,SUN,18537.917,7210.0
13892,62736,Harbec Energy,Harbec Energy,62657,NY,MAT,GT,NG,699.854,210.0
13893,62736,Harbec Energy,Harbec Energy,62657,NY,MAT,WT,WND,1385.933,539.0
13894,62739,KDC Solar ASGM,KDC Solar ASGM LLC,62649,NJ,MAT,PV,SUN,17141.434,6667.0
13895,62740,"MSC-Empire01, LLC","MSC-Empire01, LLC",62660,MN,WNC,PV,SUN,4955.832,1927.53
13896,62741,Mount Joy Wire,Mount Joy Wire Corp,62658,PA,MAT,IC,NG,206.615,67.62
13897,62744,Arcadia Solar,"Butter Solar, LLC",62662,WI,ENC,PV,SUN,20484.496,7967.0
13898,62745,Wheatridge Hybrid,"Wheatridge Wind Holdings, LLC",62668,OR,PACC,WT,WND,239180.283,93026.0
13899,62746,KDC Solar CSCP LLC,KDC Solar CSCP LLC,62666,NJ,MAT,PV,SUN,12058.116,4690.0
13900,62750,Little Manatee River Solar,Tampa Electric Co,18454,FL,SAT,PV,SUN,372785.522,144990.0
13901,62752,LafargeHolcim - Paulding Wind Project,OEE XXVIII LLC,62644,OH,ENC,WT,WND,12056.065,4689.0
13902,62753,Prospect Storage,GlidePath Power Operations LLC,61728,TX,WSC,BA,MWH,0.0,-194.0
13903,62755,Prospero Solar,Longroad Energy Services LLC,61219,TX,WSC,PV,SUN,990256.081,385147.0
13904,62756,RC Energy AA LLC Solar Facility,RC Energy AA LLC,62655,NM,MTN,PV,SUN,4748.924,1847.0
13905,62757,Bridgewater Complex Co-Generation Plant,Massachusetts Department of Correction,62677,MA,NEW,GT,NG,13986.231,4112.08
13906,62759,Greenville CSG,"Altus Power America Management, LLC",60281,NY,MAT,PV,SUN,7337.62,2854.0
13907,62760,Hopkinton CSG,"Altus Power America Management, LLC",60281,MA,NEW,PV,SUN,7468.916,2905.0
13908,62761,Chester CSG,"Altus Power America Management, LLC",60281,NY,MAT,PV,SUN,8914.05,3467.0
13909,62762,NASA Johnson Space Center CHP,Energy Systems Group LLC,58303,TX,WSC,GT,NG,260959.273,78291.0
13910,62763,Carver CSG,"Altus Power America Management, LLC",60281,MA,NEW,PV,SUN,7806.241,3036.0
13911,62764,Westtown CSG,"Altus Power America Management, LLC",60281,NY,MAT,PV,SUN,7618.676,2963.0
13912,62765,El Campo Wind,Longroad Energy Services LLC,61219,TX,WSC,WT,WND,201467.311,78358.0
13913,62766,Scottsburg Solar Park,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,8116.896,3157.0
13914,62767,Gas City Solar Park,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,6144.528,2390.0
13915,62770,Richmond Solar Park 3,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,27945.206,10869.0
13916,62773,Rippey Solar,"Adapture Renewables, Inc.",60496,TX,WSC,PV,SUN,14992.051,5831.0
13917,62774,Kellam Solar,Kellam Solar LLC,62682,TX,WSC,PV,SUN,7996.151,3110.0
13918,62775,Wildberry,Wildberry Solar Center,62692,TN,ESC,PV,SUN,71329.982,27743.0
13919,62776,Crawfordsville Solar Park 4,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,5826.546,2266.0
13920,62777,Ulster County Solar,Ulster Solar LLC,62684,NY,MAT,PV,SUN,5970.444,2322.0
13921,62778,Hecate Energy Blair Road LLC,Hecate Energy Blair Road LLC,62690,FL,SAT,PV,SUN,15477.669,6020.0
13922,62779,Novel Martin Solar One LLC (McLeod) CSG,Novel Martin Solar One LLC,62691,MN,WNC,PV,SUN,4301.404,1673.0
13923,62782,Pembina Land Port of Entry Wind Turbine,General Services Administration - Region 8,62645,ND,WNC,WT,WND,941.051,366.0
13924,62784,Franklin Solar Site,"Helios NY I, LLC",62688,NY,MAT,PV,SUN,5666.529,2204.0
13925,62785,Malone Solar Site,"Helios NY I, LLC",62688,NY,MAT,PV,SUN,3841.576,1494.0
13926,62786,"Thanksgiving Fire Solar Farm, LLC",Sol Systems,61677,NC,SAT,PV,SUN,9569.65,3722.0
13927,62788,Sugarhill Road - Solitude Solar CSG,Standard Solar,60531,NY,MAT,PV,SUN,17995.15,6999.0
13928,62790,Tell City Solar Park,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,6561.275,2552.0
13929,62791,Richmond Solar Park 4,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,3028.89,1178.0
13930,62792,DG AMP Solar Piqua Manier,"DG AMP Solar, LLC",60370,OH,ENC,PV,SUN,54564.265,21222.0
13931,62793,Crawfordsville 5 Solar Park,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,8093.744,3148.0
13932,62794,Centerville Solar Park,Indiana Municipal Power Agency,9234,IN,ENC,PV,SUN,665.857,259.0
13933,62795,Ida Grove II,MidAmerican Energy Co,12341,IA,WNC,WT,WND,1939083.928,754181.0
13934,62798,Fern Solar LLC,BayWa r.e. Solar Projects LLC,59613,NC,SAT,PV,SUN,15400.885,5990.0
13935,62799,Winona Solar,Winona Solar I LLC,62712,MN,WNC,PV,SUN,2304.125,896.0
13936,62800,Wabasha Solar,Wabasha Solar LLC,62711,MN,WNC,PV,SUN,3175.132,1235.0
13937,62805,Bloomington Solar I,Bloomington Solar I,62703,UT,MTN,PV,SUN,11698.811,4550.0
13938,62806,Shelter Creek Condominiums Solar,"Vista Solar, Inc.",62701,CA,PACC,PV,SUN,7527.824,2928.0
13939,62810,"RIT Henrietta Solar 1, LLC","RIT Henrietta Solar 1, LLC",62678,NY,MAT,PV,SUN,6487.421,2523.0
13940,62812,Milford Solar 1,Milford Solar I (NES),63440,UT,MTN,PV,SUN,71829.082,27937.0
13941,62813,Grasshopper Solar,Dominion Energy Inc,5248,VA,SAT,PV,SUN,62748.275,24405.0
13942,62824,"GSPP Devens, LLC",Green Street Power Partners,62719,MA,NEW,PV,SUN,8021.941,3120.0
13943,62825,GSPP Terrawatt Westfield LLC CSG,Green Street Power Partners,62719,MA,NEW,PV,SUN,15465.36,6015.0
13944,62826,"GSPP  Raynham TMLP, LLC CSG",Green Street Power Partners,62719,MA,NEW,PV,SUN,9374.171,3646.0
13945,62827,"Ajax Solar, LLC (MA)",Green Street Power Partners,62719,MA,NEW,PV,SUN,10530.923,4096.0
13946,62828,TWE Bowman Solar Project,"TWE Bowman Solar Project, LLC",62828,SC,SAT,PV,SUN,267553.372,104061.45
13947,62829,GSPP Held LLC CSG,Green Street Power Partners,62719,MN,WNC,PV,SUN,13130.17,5107.0
13948,62830,GSPP Imholte CSG,Green Street Power Partners,62719,MN,WNC,PV,SUN,4664.519,1814.0
13949,62831,Hickory Grove #1,Hickory Grove #1 LLC,62879,NY,MAT,PV,SUN,2.638,1.0
13950,62832,Hickory Grove #2,Hickory Grove #2,62880,NY,MAT,PV,SUN,2.638,1.0
13951,62833,Hastings Community Solar Farm,City of Hastings - (NE),8245,NE,WNC,PV,SUN,9135.318,3553.0
13952,62834,Podunk Road CSG,NY Enfield I LLC,63179,NY,MAT,PV,SUN,8076.159,3141.0
13953,62835,Acushnet Ball Plant 2,Acushnet,63332,MA,NEW,BA,MWH,0.0,-291.0
13954,62840,"Mountain Breeze Wind, LLC","Mountain Breeze Wind, LLC",62726,CO,MTN,WT,WND,414255.078,161119.0
13955,62842,Nextsun Energy Littleton,Nextsun Energy Littleton LLC,62727,MA,NEW,PV,SUN,15331.72,5963.0
13956,62843,Garnet Solar (NY),"AEP Onsite Partners, LLC",60571,NY,MAT,PV,SUN,7288.971,2835.0
13957,62845,ENGIE Long Draw Solar LLC,Engie North America,56201,TX,WSC,PV,SUN,223.613,87.0
13958,62847,Fennimore Solar,"Butter Solar, LLC",62662,WI,ENC,PV,SUN,12621.692,4909.0
13959,62848,New Lisbon Solar,"Butter Solar, LLC",62662,WI,ENC,PV,SUN,10022.151,3898.0
13960,62849,Cumberland Solar,"Butter Solar, LLC",62662,WI,ENC,PV,SUN,10881.143,4232.0
13961,62856,Marengo Battery Storage LLC,Marengo Battery Storage LLC,62707,IL,ENC,BA,MWH,0.0,-402.0
13962,62858,Cashton Solar,"Butter Solar, LLC",62662,WI,ENC,PV,SUN,10881.143,4232.0
13963,62859,Coventry Clean Energy Corporation,Washington Electric Coop - (VT),20151,VT,NEW,IC,LFG,175293.427,58170.0
13964,62860,Chambers Road Solar,Chambers Road Solar LLC,62881,NY,MAT,PV,SUN,2.638,1.0
13965,62861,Forest City Solar,"Butter Solar, LLC",62662,IA,WNC,PV,SUN,13343.819,5190.0
13966,62862,Nabb Battery Energy Storage System,"Duke Energy Indiana, LLC",15470,IN,ENC,BA,MWH,0.0,-14.0
13967,62868,Elroy Solar,"Butter Solar, LLC",62662,WI,ENC,PV,SUN,5968.099,2321.0
13968,62869,St. Charles Solar,"Butter Solar, LLC",62662,MN,WNC,PV,SUN,9412.27,3661.0
13969,62870,Gardner - Otter River Road,Otter River Road Solar LLC,62739,MA,NEW,PV,SUN,10441.243,4061.0
13970,62871,Boiling Springs Wind Farm,RWE Renewables Americas LLC,56215,OK,WSC,WT,WND,51501.965,20031.0
13971,62873,Carolina Poultry Power Farmville,Carolina Poultry Power,62749,NC,SAT,ST,AB,12626.088,2162.0
13972,62876,Amazon Maryland DCA1,Westbound Solar LLC,62715,MD,SAT,PV,SUN,6414.74,2495.0
13973,62877,Amazon Denver DEN3,Westbound Solar LLC,62715,CO,MTN,PV,SUN,20742.984,8068.0
13974,62878,McCleskey Cotton,Westbound Solar LLC,62715,GA,SAT,PV,SUN,9592.509,3731.0
13975,62879,Columbia Bryson,Westbound Solar LLC,62715,GA,SAT,PV,SUN,7165.588,2787.0
13976,62880,Bibb Jones,Westbound Solar LLC,62715,GA,SAT,PV,SUN,5106.177,1986.0
13977,62881,Muscogee Public Works,Westbound Solar LLC,62715,GA,SAT,PV,SUN,7417.922,2885.0
13978,62882,Oil Dri 2 Solar,Westbound Solar LLC,62715,GA,SAT,PV,SUN,7464.227,2903.0
13979,62883,Telfair Thompson,Westbound Solar LLC,62715,GA,SAT,PV,SUN,11063.433,4303.0
13980,62884,Richmond Hayes Solar,Westbound Solar LLC,62715,GA,SAT,PV,SUN,7807.999,3037.0
13981,62885,Troup RC50,Westbound Solar LLC,62715,GA,SAT,PV,SUN,11441.788,4450.0
13982,62886,Wilkinson DeFore,Westbound Solar LLC,62715,GA,SAT,PV,SUN,11626.715,4522.0
13983,62887,Freeman Avenue,Westbound Solar LLC,62715,GA,SAT,PV,SUN,7504.671,2919.0
13984,62890,GSPP Boxborough Littleton (MA),"GSPP Boxborough Littleton, LLC",62762,MA,NEW,PV,SUN,14876.874,5786.0
13985,62891,Rosewater Wind Farm,Rosewater Wind Farm LLC,62761,IN,ENC,WT,WND,59513.649,23147.0
13986,62897,Holiday Hill Community Wind,Greenbacker Renewable Energy Corporation,60025,MA,NEW,WT,WND,26621.111,10354.0
13987,62898,Town of Burrillville Solar CSG,Standard Solar,60531,RI,NEW,PV,SUN,1696.881,660.0
13988,62899,East Line Solar,AES Distributed Energy,61012,AZ,MTN,PV,SUN,0.0,0.0
13989,62900,Somerville Solar,"Somerville Solar, LLC",62766,TN,ESC,PV,SUN,8980.87,3493.0
13990,62901,Phoenix Contact - CCHP Plant,"Phoenix Contact Services, Inc",62767,PA,MAT,GT,NG,22258.748,6480.0
13991,62902,Windsor Floating Solar,CA ODEVI LLC,62772,CA,PACC,PV,SUN,696.923,271.0
13992,62903,NorthPark Solar,"NorthPark Solar, LLC",62771,NJ,MAT,PV,SUN,40872.571,15897.0
13993,62904,Milhurst Solar,"NorthPark Solar, LLC",62771,NJ,MAT,PV,SUN,5715.179,2223.0
13994,62905,Day Four Solar LLC,Day Four Solar LLC,62770,NJ,MAT,PV,SUN,19507.104,7587.0
13995,62906,Augusta Solar Farm,"Augusta Solar Farm, LLC",62769,NJ,MAT,PV,SUN,12156.295,4728.0
13996,62907,Hinesburg,"Viridity Energy Solutions, Inc.",61522,VT,NEW,BA,MWH,0.0,-421.0
13997,62908,Anoka BESS,"Gopher Energy Storage, LLC",62731,MN,WNC,BA,MWH,0.0,-527.0
13998,62910,MNCPPC Germantown Solar,Standard Solar,60531,MD,SAT,PV,SUN,3853.592,1499.0
13999,62911,Kearsarge Gill,Kearsarge Gill LLC,62773,MA,NEW,PV,SUN,8402.348,3268.0
14000,62912,Solar Hagerstown,Greenbacker Renewable Energy Corporation,60025,MD,SAT,PV,SUN,3854.178,1499.0
14001,62914,Nassau Solar Center,Florida Power & Light Co,6452,FL,SAT,PV,SUN,15966.512,6210.0
14002,62916,Trailside Solar Center,Florida Power & Light Co,6452,FL,SAT,PV,SUN,20882.486,8122.0
14003,62920,Burrstone Energy Center,Burrstone Energy Center,62777,NY,MAT,IC,NG,61130.815,18340.0
14004,62922,Lakeside Solar Center,Florida Power & Light Co,6452,FL,SAT,PV,SUN,21730.927,8452.0
14005,62923,Union Springs Solar Center,Florida Power & Light Co,6452,FL,SAT,PV,SUN,18231.658,7091.0
14006,62925,Egret Solar Center,Florida Power & Light Co,6452,FL,SAT,PV,SUN,18013.32,7006.0
14007,62931,City of Pratt Solar,Kenyon Energy KS Solar 1 LLC,62784,KS,WNC,PV,SUN,31318.454,12181.0
14008,62932,Oberon IB,Oberon Solar IB,62789,TX,WSC,PV,SUN,96697.334,37609.0
14009,62933,Oberon IA,Oberon Solar IA,62788,TX,WSC,PV,SUN,604825.128,235238.82
14010,62935,"Orchard Windfarm 1, LLC","Orchard Windfarm, LLC",62758,OR,PACC,WT,WND,442.244,172.0
14011,62936,Rattlesnake Flat,"Rattlesnake Flat, LLC",62778,WA,PACC,WT,WND,8181.372,3182.0
14012,62937,Athens BESS,"Gopher Energy Storage, LLC",62731,MN,WNC,BA,MWH,0.0,-467.0
14013,62938,Glen Ullin Energy Center,Allete Clean Energy,59496,ND,WNC,WT,WND,1135673.256,441705.0
14014,62939,South Peak Wind,Allete Clean Energy,59496,MT,MTN,WT,WND,615665.827,239455.0
14015,62940,Starratt Solar,C2 Starratt Solar LLC,62764,FL,SAT,PV,SUN,22780.414,8860.0
14016,62941,DG AMP Rittman Rd,"DG AMP Solar, LLC",60370,OH,ENC,PV,SUN,6558.931,2551.0
14017,62942,DG AMP 1048 Wadsworth,"DG AMP Solar, LLC",60370,OH,ENC,PV,SUN,25546.712,9936.0
14018,62944,Timber Road IV,Paulding Wind Farm IV LLC,62796,OH,ENC,WT,WND,778262.536,302695.0
14019,62946,Dickinson Solar,"Dickinson Solar, LLC",62795,PA,MAT,PV,SUN,12202.307,4745.89
14020,62948,NASA Wallops Flight Facility Solar,Ameresco Federal Solutions,60146,VA,SAT,PV,SUN,11351.522,4415.0
14021,62952,Cheyenne Ridge Wind Farm,Public Service Co of Colorado,15466,CO,MTN,WT,WND,1525014.07,593134.0
14022,62953,Griffin Solar,Sol Systems,61677,TX,WSC,PV,SUN,28444.306,11063.0
14023,62957,DG Iron Mountain,DG Edison New Jersey LLC,62800,NJ,MAT,PV,SUN,9212.103,3583.0
14024,62958,DG Infineum,DG Linden New Jersey LLC,62801,NJ,MAT,PV,SUN,7571.784,2945.0
14025,62960,Kimberly-Clark Solar,"DG Georgia Solar II, LLC",62817,GA,SAT,PV,SUN,10476.998,4075.0
14026,62961,Novel Brooten Solar CSG,Novel Brooten Solar LLC,62829,MN,WNC,PV,SUN,4849.154,1886.0
14027,62962,Novel Reber Solar CSG,"REA Investments, LLC",63359,MN,WNC,PV,SUN,5056.941,1967.0
14028,62963,Novel Historical Society Solar CSG,"REA Investments, LLC",63359,MN,WNC,PV,SUN,3250.158,1264.0
14029,62966,Novel Herber Solar CSG,Novel Herber Solar LLC,62832,MN,WNC,PV,SUN,4126.441,1605.0
14030,62967,Novel Herickhoff Solar CSG,Novel Herickhoff Solar LLC,62833,MN,WNC,PV,SUN,3373.248,1312.0
14031,62973,Syncarpha Halifax Hybrid CSG,"Syncarpha Halifax, LLC",62819,MA,NEW,BA,MWH,0.0,0.0
14032,62973,Syncarpha Halifax Hybrid CSG,"Syncarpha Halifax, LLC",62819,MA,NEW,PV,SUN,0.0,0.0
14033,62975,Syncarpha Blandford Hybrid CSG,"Syncarpha Blandford, LLC",62822,MA,NEW,BA,MWH,0.0,-61.0
14034,62975,Syncarpha Blandford Hybrid CSG,"Syncarpha Blandford, LLC",62822,MA,NEW,PV,SUN,19084.788,7423.0
14035,62976,Syncarpha Northampton Hybrid CSG,"Syncarpha Northampton, LLC",62821,MA,NEW,BA,MWH,0.0,0.0
14036,62976,Syncarpha Northampton Hybrid CSG,"Syncarpha Northampton, LLC",62821,MA,NEW,PV,SUN,0.0,0.0
14037,62979,Novel DeCook Solar CSG,Novel DeCook Solar LLC,62837,MN,WNC,PV,SUN,3370.61,1311.0
14038,62980,Turquoise Liberty Solar,Liberty Utilities (CalPeco Electric) LLC,57222,NV,MTN,PV,SUN,41615.506,16186.0
14039,62981,East Pulaski BESS,National Grid,56404,NY,MAT,BA,MWH,0.0,-246.0
14040,62982,Novel Schmoll Farms Solar CSG,Novel Schmoll Farms Solar LLC,62846,MN,WNC,PV,SUN,334.101,130.0
14041,62983,Novel Pederson Solar CSG,Novel Pederson Solar LLC,62847,MN,WNC,PV,SUN,1588.738,618.0
14042,62984,Novel Jewison Solar CSG,Novel Jewison Solar LLC,62848,MN,WNC,PV,SUN,480.637,187.0
14043,62985,Novel Byron Solar CSG,Novel Byron Solar LLC,62849,MN,WNC,PV,SUN,3375.886,1313.0
14044,62986,Novel Kanewischer Solar CSG,Novel Kanewischer Solar LLC,62850,MN,WNC,PV,SUN,848.441,330.0
14045,62987,Grossmont HS Solar Project,Goldman Sachs Renewable Power Group,61944,CA,PACC,PV,SUN,5834.166,2269.0
14046,62988,Wildflower Solar 1,"Lightsource Renewable Energy Asset Management, LLC",62842,CA,PACC,PV,SUN,1478.25,575.0
14047,62989,Whitetail Solar 1,"Lightsource Renewable Energy Asset Management, LLC",62842,PA,MAT,PV,SUN,63707.496,24778.0
14048,62990,Whitetail Solar 2,"Lightsource Renewable Energy Asset Management, LLC",62842,PA,MAT,PV,SUN,21790.127,8475.0
14049,62991,Whitetail Solar 3,"Lightsource Renewable Energy Asset Management, LLC",62842,PA,MAT,PV,SUN,24551.736,9549.0
14050,62992,Goose Pond Solar,"LSE Dorado, LLC",62838,MA,NEW,PV,SUN,19134.61,7442.0
14051,62993,Johnson Corner Solar 1,"Lightsource Renewable Energy Asset Management, LLC",62842,KS,WNC,PV,SUN,99746.446,38795.0
14052,62994,Bluewater CDEC 1,"Lightsource Renewable Energy Asset Management, LLC",62842,NM,MTN,PV,SUN,17797.327,6922.0
14053,62995,Grants CDEC 2,"Lightsource Renewable Energy Asset Management, LLC",62842,NM,MTN,PV,SUN,32020.652,12454.0
14054,62996,ESA Four Oaks 2 NC LLC,ESA Four Oaks 2 NC LLC,62845,NC,SAT,PV,SUN,7872.768,3062.0
14055,62997,"Spring Hope Solar 3, LLC","Spring Hope Solar 3, LLC",62844,NC,SAT,PV,SUN,77.078,30.0
14056,62998,"25 Ashdown Road Solar, LLC",AES Distributed Energy,61012,NY,MAT,PV,SUN,13272.016,5162.0
